BARCODE,LABEL,ARRAY_RESULT,PCB NO,STEP_RESULT,MODEL,START TIME,END TIME,NO,NAME,NAME_DETAIL,VOLT(V),MIN_1,TYP_1,MAX_2,MEAS_1,MIN_2,TYP_2,MAX_2,MEAS_2,CAN_STD,MEAS_CAN,DTC CODE,MEAS_DTC CODE,STEP TIME,CAN:TX-1,CAN:RX-1,CAN:TX-2,DATA:RX-2
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,65,,출력 전압/전류 실측,9,-,-,-,-,190,200,215,211.1,-,-,-,-,00.01.337,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,65,,출력 전압/전류 실측,16,-,-,-,-,190,200,215,211.1,-,-,-,-,00.00.609,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,68,CTR PSTN_CL 기능검증,입력 전류 실측,13.5,200,240,280,240.6,-,-,-,-,-,-,-,-,00.01.014,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,69,,출력 전압/전류 실측,13.5,-,-,-,-,19,22,25,22.6,-,-,-,-,00.01.724,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,69,,출력 전압/전류 실측,9,-,-,-,-,19,22,25,22.6,-,-,-,-,00.01.611,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,69,,출력 전압/전류 실측,16,-,-,-,-,19,22,25,22.5,-,-,-,-,00.00.574,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,72,CTR PSTN_CL (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,19,22,25,22.6,-,-,-,-,00.00.968,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,72,,출력 전압/전류 실측,9,-,-,-,-,19,22,25,22.5,-,-,-,-,00.01.282,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,72,,출력 전압/전류 실측,16,-,-,-,-,19,22,25,22.6,-,-,-,-,00.00.590,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,75,SESSION,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.988,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,76,,Security Access,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.670,760 | 02 27 11 00 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0A 67 11 1F C2 4D F1 | 21 FB FE 4F 55 AA AA AA | ,760 | 10 0A 27 12 5F DF 97 43 | 21 89 E6 46 91 00 00 00 | ,768 | 02 67 12 AA AA AA AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,77,파라메타 입력_HM/NON DWL/CTR,Vehicle Coding Information,13.5,-,-,-,-,-,-,-,-,00 00 00 12 01 00 01 00,00 00 00 12 01 00 01 00,-,-,00.00.623,760 | 10 0B 2E C0 DE 00 00 00 | 21 12 01 00 01 00 00 00 | ,768 | 03 6E C0 DE AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,78,LOW 기능검증,입력 전류 실측,13.5,1320,1650,1980,1637.3,-,-,-,-,-,-,-,-,00.00.571,760 | 05 2F F0 23 03 01 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,79,,출력 전압/전류 실측_Low,13.5,-,-,-,-,646,680,714,685.9,-,-,-,-,00.01.700,760 | 05 2F F0 23 03 01 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,79,,출력 전압/전류 실측_Low,9,-,-,-,-,646,680,714,685.7,-,-,-,-,00.01.292,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,79,,출력 전압/전류 실측_Low,16,-,-,-,-,646,680,714,685.8,-,-,-,-,00.00.594,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,82,,출력 전압/전류 실측_Low Assist,13.5,-,-,-,-,266,280,294,281.3,-,-,-,-,00.00.995,760 | 05 2F F0 23 03 01 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,82,,출력 전압/전류 실측_Low Assist,9,-,-,-,-,266,280,294,280.8,-,-,-,-,00.01.254,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,82,,출력 전압/전류 실측_Low Assist,16,-,-,-,-,266,280,294,281,-,-,-,-,00.00.583,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,85,HIGH 기능검증,입력 전류 실측,13.5,1080,1350,1620,1255.7,-,-,-,-,-,-,-,-,00.00.973,760 | 05 2F F0 23 03 02 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,86,,출력 전압/전류 실측,13.5,-,-,-,-,703,740,777,743.3,-,-,-,-,00.01.740,760 | 05 2F F0 23 03 02 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,86,,출력 전압/전류 실측,9,-,-,-,-,703,740,777,743.1,-,-,-,-,00.01.304,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,86,,출력 전압/전류 실측,16,-,-,-,-,703,740,777,743.1,-,-,-,-,00.00.697,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,89,DRL 기능검증,입력 전류 실측,13.5,2160,2700,3240,2901.4,-,-,-,-,-,-,-,-,00.01.161,760 | 05 2F F0 23 03 04 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,90,DRL 1,출력 전압/전류 실측,13.5,-,-,-,-,836,880,924,882.1,-,-,-,-,00.01.712,760 | 05 2F F0 23 03 04 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,90,,출력 전압/전류 실측,9,-,-,-,-,836,880,924,881.9,-,-,-,-,00.01.796,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,90,,출력 전압/전류 실측,16,-,-,-,-,836,880,924,882,-,-,-,-,00.00.588,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,93,DRL 2,출력 전압/전류 실측,13.5,-,-,-,-,627,660,693,669.6,-,-,-,-,00.00.980,760 | 05 2F F0 23 03 04 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,93,,출력 전압/전류 실측,9,-,-,-,-,627,660,693,669.5,-,-,-,-,00.01.338,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,93,,출력 전압/전류 실측,16,-,-,-,-,627,660,693,669.5,-,-,-,-,00.00.575,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,96,PSTN 기능검증,입력 전류 실측,13.5,315,394,472,384.1,-,-,-,-,-,-,-,-,00.01.015,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,97,PSTN 1,출력 전압/전류 실측,13.5,-,-,-,-,43,49,55,48.4,-,-,-,-,00.01.730,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,97,,출력 전압/전류 실측,9,-,-,-,-,43,49,55,48.5,-,-,-,-,00.01.276,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,97,,출력 전압/전류 실측,16,-,-,-,-,43,49,55,48.5,-,-,-,-,00.00.576,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,100,PSTN 2,출력 전압/전류 실측,13.5,-,-,-,-,34,37,42,37,-,-,-,-,00.00.987,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,100,,출력 전압/전류 실측,9,-,-,-,-,34,37,42,37.2,-,-,-,-,00.01.294,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,100,,출력 전압/전류 실측,16,-,-,-,-,34,37,42,37.2,-,-,-,-,00.00.635,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,103,PSTN 1 (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,14,18,22,17.8,-,-,-,-,00.01.002,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,103,,출력 전압/전류 실측,9,-,-,-,-,14,18,22,17.8,-,-,-,-,00.01.263,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,103,,출력 전압/전류 실측,16,-,-,-,-,14,18,22,17.8,-,-,-,-,00.00.578,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,106,PSTN 2 (TURN 점등조건),출력 전압/전류 실측,13.5,-,-,-,-,10,14,18,13.7,-,-,-,-,00.01.015,760 | 05 2F F0 23 03 18 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,106,,출력 전압/전류 실측,9,-,-,-,-,10,14,18,13.7,-,-,-,-,00.01.325,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,106,,출력 전압/전류 실측,16,-,-,-,-,10,14,18,13.7,-,-,-,-,00.00.609,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,109,TURN 기능검증,입력 전류 실측,13.5,2816,3527,4232,3551.2,#VALUE!,-,-,-,-,-,-,-,00.01.001,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,110,TURN 1,출력 전압/전류 실측,13.5,-,-,-,-,313,330,347,333.9,-,-,-,-,00.01.699,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,110,,출력 전압/전류 실측,9,-,-,-,-,313,330,347,333.8,-,-,-,-,00.01.263,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,110,,출력 전압/전류 실측,16,-,-,-,-,313,330,347,333.8,-,-,-,-,00.00.579,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,113,TURN 2,출력 전압/전류 실측,13.5,-,-,-,-,313,330,347,334.2,-,-,-,-,00.00.980,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,113,,출력 전압/전류 실측,9,-,-,-,-,313,330,347,334.2,-,-,-,-,00.01.310,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,113,,출력 전압/전류 실측,16,-,-,-,-,313,330,347,334.2,-,-,-,-,00.00.627,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,116,TURN 3 ,출력 전압/전류 실측,13.5,-,-,-,-,313,330,347,333.4,-,-,-,-,00.00.964,760 | 05 2F F0 23 03 10 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,116,,출력 전압/전류 실측,9,-,-,-,-,313,330,347,333.3,-,-,-,-,00.01.326,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,116,,출력 전압/전류 실측,16,-,-,-,-,313,330,347,333.4,-,-,-,-,00.00.577,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,119,SIDE MARKER 기능검증,출력 전압/전류 실측,13.5,-,-,-,-,118.75,125,131.25,124.8,-,-,-,-,00.00.980,760 | 05 2F F0 23 03 80 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,119,,출력 전압/전류 실측,9,-,-,-,-,118.75,125,131.25,125.6,-,-,-,-,00.01.281,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,119,,출력 전압/전류 실측,16,-,-,-,-,118.75,125,131.25,125.6,-,-,-,-,00.00.563,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,122,CTR PSTN_HM 기능검증,입력 전류 실측,13.5,315,394,472,381.6,-,-,-,-,-,-,-,-,00.00.979,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,123,,출력 전압/전류 실측,13.5,-,-,-,-,36,41,46,41.2,-,-,-,-,00.01.700,760 | 05 2F F0 23 03 08 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,123,,출력 전압/전류 실측,9,-,-,-,-,36,41,46,41.2,-,-,-,-,00.01.104,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,123,,출력 전압/전류 실측,16,-,-,-,-,36,41,46,41.2,-,-,-,-,00.00.550,,,760 | 05 2F F0 23 03 00 00 00 | ,768 | 05 6F F0 23 03 01 AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,126,DTC 확인,Read DTC,13.5,-,-,-,-,-,-,-,-,0,2,-,96 F0 87 | 96 F3 87,00.01.014,760 | 03 19 02 09 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0B 59 02 09 96 F0 87 | 21 09 96 F3 87 09 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,127,Tell-tale 신호 검사,,13.5,-,-,-,-,-,-,-,-,0,0,-,-,00.00.662,,421 | C5 60 54 44 04 00 00 00 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,SKIP,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,128,POWER RESET,,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.683,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,129,SESSION,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.389,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,130,,Security Access,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.01.163,760 | 02 27 11 00 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0A 67 11 C8 D6 90 1F | 21 13 98 5C D3 AA AA AA | ,760 | 10 0A 27 12 B8 C1 13 73 | 21 0F E9 58 A4 00 00 00 | ,768 | 02 67 12 AA AA AA AA AA | 
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,131,DeCalibration 수행,DeCalibration,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.601,760 | 04 31 01 F0 01 00 00 00 | ,768 | 05 71 01 F0 01 00 AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,132,DTC 삭제,DTC Clear,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.494,760 | 04 14 FF FF FF 00 00 00 | ,768 | 01 54 AA AA AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,133,SESSION,Com Open,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.560,760 | 02 10 03 00 00 00 00 00 | ,768 | 06 50 03 00 32 01 F4 AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,SKIP,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,134,POWER RESET,,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.00.512,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,135,제어기 Sleep 확인,암전류 실측,13.5,0,,0.1,0.04,-,-,-,-,-,-,-,-,00.00.916,,,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,136,제어기 WakeUp 확인,CAN Tx 확인,13.5,-,-,-,-,-,-,-,-,-,-,-,-,00.11.017,,421 | BB C0 18 16 02 00 C0 00 | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,137,DTC 확인,Param Missing & Cal DTC 확인,13.5,-,-,-,-,-,-,-,-,1,3,96 61 46,96 61 46 | 96 F0 87 | 96 F3 87,00.01.216,760 | 03 19 02 09 00 00 00 00 | 30 00 14 00 00 00 00 00 | ,768 | 10 0F 59 02 09 96 61 46 | 21 09 96 F0 87 08 96 F3 | 22 87 08 AA AA AA AA AA | ,,
1.16314E+18,R692181010260321MX5MX5ALH100130S16006,PASS,1,PASS,MX5a ILCU_LH,2026-03-21 11:08,2026-03-21 11:10,138,Tell-tale 신호 검사,,13.5,-,-,-,-,-,-,-,-,2,2,-,-,00.00.566,,421 | 94 D0 00 00 00 02 00 00 | ,,
